9003,1999
8943,1999
28055,1999
8939,1999
8955,1999
8982,1999
8942,1999
8969,1999
8968,1999
8983,1999
8983,1999
8983,1999
8984,1999
8966,1999
8970,1999
9005,1999
8964,1999
9004,1999
8941,1999
8940,1999
8991,1999
9093,1999
8990,1999
9063,1999
9108,1999
9077,1999
9072,1999
8935,1999
8985,1999
8986,1999
8987,1999
9066,1999
9136,1999
9205,1999
9161,1999
9173,1999
9137,1999
9138,1999
9188,1999
9109,1999
9110,1999
9118,1999
9167,1999
9153,1999
9251,1999
9098,1999
9340,1999
9226,1999
9339,1999
9159,1999
9303,1999
9067,1999
9227,1999
9228,1999
9229,1999
9230,1999
9168,1999
9174,1999
9202,1999
9189,1999
9252,1999
9290,1999
9111,1999
9258,1999
9203,1999
9394,1999
9162,1999
8937,1999
9361,1999
9385,1999
9341,1999
9335,1999
9356,1999
9348,1999
9099,1999
9352,1999
9329,1999
9407,1999
9408,1999
9160,1999
9264,1999
9409,1999
9304,1999
9068,1999
9525,1999
9395,1999
9176,1999
9523,1999
9525,1999
9440,1999
9543,1999
31707,1999
9354,1999
9493,1999
9493,1999
9359,1999
9390,1999
9112,1999
9298,1999
9163,1999
31759,2007
26323,2007
11360,2007
11355,2007
26313,2007
26280,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26197,2007
26302,2007
26241,2007
26243,2007
26043,2007
26125,2007
26107,2007
25929,2007
25964,2007
25965,2007
25966,2007
26009,2007
26051,2007
26289,2007
26314,2007
25667,2007
26033,2007
26013,2007
26001,2007
26005,2007
26049,2007
25901,2007
26293,2007
26294,2007
26295,2007
26111,2007
26332,2007
26315,2007
25053,2007
25052,2007
26414,2007
25054,2007
26496,2007
26452,2007
26284,2007
26058,2007
26222,2007
26242,2007
26245,2007
26050,2007
26244,2007
26462,2007
26418,2007
26409,2007
26126,2007
26454,2007
26246,2007
26401,2007
26480,2007
26300,2007
26306,2007
26299,2007
31768,2007
26108,2007
26044,2007
25930,2007
26052,2007
25967,2007
25968,2007
25969,2007
26034,2007
26014,2007
26002,2007
26006,2007
26010,2007
26127,2007
26477,2007
26261,2007
25668,2007
26622,2007
26310,2007
26528,2007
26529,2007
26530,2007
26112,2007
26621,2007
25056,2007
25055,2007
25057,2007
26597,2007
26562,2007
21185,2001
21186,2001
20912,2001
20928,2001
20913,2001
20972,2001
10296,2001
20996,2001
21046,2001
20973,2001
20689,2001
20710,2001
20602,2001
20649,2001
20722,2001
21196,2001
21197,2001
21198,2001
20936,2001
20671,2001
20738,2001
20938,2001
31575,2001
31575,2001
31573,2001
31573,2001
31573,2001
31573,2001
21085,2001
10061,2001
20865,2001
20966,2001
20765,2001
20751,2001
21061,2001
29892,2001
31755,2001
21043,2001
21073,2001
20506,2001
20507,2001
21164,2001
21100,2001
21083,2001
21040,2001
20658,2001
21146,2001
21146,2001
21146,2001
21106,2001
21146,2001
21173,2001
20509,2001
20721,2001
20425,2001
21163,2001
20963,2001
21167,2001
21082,2001
20963,2001
21162,2001
21217,2001
31818,2001
20672,2001
20752,2001
20508,2001
21256,2001
21161,2001
20690,2001
20711,2001
20603,2001
20650,2001
20984,2001
20987,2001
20739,2001
20967,2001
20766,2001
21218,2001
21228,2001
20866,2001
21183,2001
20939,2001
21086,2001
21187,2001
21187,2001
20834,2001
20985,2001
20986,2001
21219,2001
10327,2001
20957,2001
20940,2001
21084,2001
21275,2001
21171,2001
21246,2001
